tipo_imovel,cidade,bairro,localizacao,metro_quadrado_terreno,metro_quadrado_construido,quantidade_comodos,quantidade_suites,possui_piscina,idade_anos,estado_conservacao,preco
casa,Sao Paulo,Vila Nova Conceicao,centro,364,217,9,3,nao,19,ruim,2738000
casa,Sao Paulo,Vila Madalena,centro,266,173,10,2,nao,20,ruim,1802000
casa,Sao Paulo,Bela Vista,centro,734,352,18,2,nao,5,bom,4153000
apartamento,Sao Paulo,Santana,centro,145,145,6,0,nao,10,bom,1103000
sitio,Piracaia,Zona Rural,periferia,37243,142,6,1,sim,22,ruim,1713000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,155,142,5,1,nao,5,bom,2379000
chacara,Nazare Paulista,Zona Rural,periferia,6832,361,14,3,sim,49,ruim,1573000
apartamento,Sao Paulo,Perus,periferia,158,148,5,3,nao,12,bom,746000
apartamento,Sao Paulo,Jardim Paulista,centro,116,102,4,1,nao,5,bom,1226000
sitio,Mairipora,Zona Rural,periferia,72051,106,5,3,nao,1,bom,2876000
chacara,Pinhalzinho,Zona Rural,periferia,6578,302,11,4,nao,43,ruim,1218000
apartamento,Sao Paulo,Vila Mariana,centro,134,121,4,1,nao,14,bom,1463000
apartamento,Sao Paulo,Perdizes,centro,172,156,7,2,nao,16,bom,1737000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,133,118,6,2,nao,34,ruim,1499000
casa,Sao Paulo,Brooklin,centro,494,174,7,3,sim,23,ruim,2944000
apartamento,Sao Paulo,Parelheiros,periferia,131,122,6,2,nao,25,bom,541000
chacara,Nazare Paulista,Zona Rural,periferia,3785,313,11,3,nao,29,ruim,1163000
apartamento,Sao Paulo,Grajau,periferia,131,119,5,0,nao,23,ruim,404000
apartamento,Sao Paulo,M'Boi Mirim,periferia,44,42,1,1,nao,16,ruim,151000
apartamento,Sao Paulo,Tatuape,centro,135,135,6,0,sim,46,ruim,851000
apartamento,Sao Paulo,Perdizes,centro,134,127,4,1,nao,23,ruim,1031000
apartamento,Sao Paulo,Tatuape,centro,187,171,6,1,nao,43,ruim,1100000
casa,Sao Paulo,Capao Redondo,periferia,916,368,18,4,nao,31,ruim,1426000
sitio,Piracaia,Zona Rural,periferia,24801,135,4,1,sim,42,ruim,935000
apartamento,Sao Paulo,Itaim Bibi,centro,146,144,5,3,nao,10,ruim,2050000
casa,Sao Paulo,Cidade Ademar,periferia,358,134,7,1,sim,5,bom,868000
casa,Sao Paulo,Perus,periferia,616,294,14,2,nao,11,ruim,1157000
casa,Sao Paulo,Grajau,periferia,577,203,10,4,sim,26,ruim,1330000
apartamento,Sao Paulo,Brooklin,centro,176,172,7,1,nao,33,bom,1698000
apartamento,Sao Paulo,Sapopemba,periferia,100,100,3,3,nao,36,ruim,418000
apartamento,Sao Paulo,Vila Olimpia,centro,181,161,7,0,nao,8,bom,1710000
apartamento,Sao Paulo,Jardim Angela,periferia,56,52,1,0,nao,26,bom,154000
chacara,Cotia,Zona Rural,periferia,11294,263,11,4,sim,9,ruim,1551000
apartamento,Sao Paulo,Perus,periferia,126,123,6,2,sim,44,ruim,504000
apartamento,Sao Paulo,Vila Olimpia,centro,54,50,1,0,nao,15,ruim,580000
casa,Sao Paulo,Itaim Bibi,centro,1137,377,18,3,sim,25,ruim,5379000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,4138,60,3,3,nao,30,ruim,972000
casa,Sao Paulo,M'Boi Mirim,periferia,443,187,9,2,nao,6,bom,1071000
chacara,Ibiuna,Zona Rural,periferia,3162,370,12,3,sim,26,ruim,1373000
apartamento,Sao Paulo,Vila Madalena,centro,171,164,7,0,nao,22,ruim,1498000
apartamento,Sao Paulo,Higienopolis,centro,229,213,8,0,nao,35,ruim,2253000
casa,Sao Paulo,M'Boi Mirim,periferia,814,264,11,2,sim,16,bom,1200000
apartamento,Sao Paulo,Tatuape,centro,83,79,4,0,nao,15,bom,598000
casa,Sao Paulo,Grajau,periferia,659,215,9,4,nao,7,bom,1491000
casa,Osasco,Centro (Osasco),periferia,689,398,20,2,nao,42,ruim,1430000
chacara,Mairipora,Zona Rural,periferia,8578,62,3,1,sim,16,bom,1132000
apartamento,Sao Paulo,Brooklin,centro,228,213,9,3,nao,12,bom,2887000
casa,Sao Paulo,Higienopolis,centro,244,135,8,3,sim,33,ruim,1666000
sitio,Mairipora,Zona Rural,periferia,45735,325,13,3,sim,30,ruim,2819000
apartamento,Sao Paulo,Itaim Paulista,periferia,147,147,7,1,nao,25,bom,518000
apartamento,Sao Paulo,Perus,periferia,119,111,4,0,nao,30,ruim,348000
apartamento,Sao Paulo,Vila Madalena,centro,143,127,6,1,sim,24,ruim,1294000
apartamento,Sao Paulo,Grajau,periferia,40,38,1,1,nao,23,ruim,153000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,93,93,4,1,nao,12,bom,308000
apartamento,Sao Paulo,Capao Redondo,periferia,203,182,6,0,nao,8,bom,877000
sitio,Nazare Paulista,Zona Rural,periferia,29768,201,9,2,nao,48,ruim,1251000
apartamento,Sao Paulo,Tatuape,centro,67,62,3,0,nao,13,ruim,484000
chacara,Braganca Paulista,Zona Rural,periferia,9989,345,12,4,nao,26,ruim,1457000
casa,Sao Paulo,Itaim Paulista,periferia,578,243,11,4,nao,30,ruim,1045000
chacara,Juquitiba,Zona Rural,periferia,4622,94,4,3,sim,12,bom,607000
apartamento,Sao Paulo,Capao Redondo,periferia,50,46,3,0,nao,31,ruim,179000
chacara,Ibiuna,Zona Rural,periferia,9111,193,6,1,nao,19,bom,2416000
apartamento,Sao Paulo,Vila Olimpia,centro,212,196,8,2,nao,51,ruim,1761000
casa,Sao Paulo,Vila Mariana,centro,685,219,11,2,nao,11,bom,4096000
casa,Sao Paulo,Cidade Ademar,periferia,536,273,11,1,nao,5,bom,1246000
apartamento,Sao Paulo,Jardim Paulista,centro,199,181,8,3,nao,7,bom,2547000
apartamento,Sao Paulo,Sapopemba,periferia,82,80,2,0,nao,16,ruim,256000
apartamento,Sao Paulo,Grajau,periferia,61,59,3,0,nao,14,bom,197000
apartamento,Sao Paulo,Jardim Angela,periferia,42,42,2,0,nao,3,bom,132000
casa,Sao Paulo,M'Boi Mirim,periferia,405,146,9,4,nao,9,ruim,881000
apartamento,Sao Paulo,Cidade Ademar,periferia,237,211,9,2,nao,29,ruim,906000
apartamento,Sao Paulo,Guaianases,periferia,233,218,9,2,nao,39,ruim,809000
casa,Sao Paulo,Guaianases,periferia,328,113,5,3,nao,16,bom,696000
casa,Sao Paulo,Vila Madalena,centro,702,222,12,2,nao,32,bom,3706000
chacara,Mairipora,Zona Rural,periferia,5472,123,5,2,nao,35,ruim,802000
casa,Sao Paulo,Perdizes,centro,503,163,9,4,nao,2,bom,2900000
casa,Sao Paulo,Grajau,periferia,792,355,17,1,nao,37,bom,1636000
apartamento,Sao Paulo,M'Boi Mirim,periferia,82,77,3,2,nao,10,bom,320000
apartamento,Sao Paulo,Itaquera,periferia,55,50,2,0,nao,27,ruim,179000
apartamento,Sao Paulo,Perus,periferia,114,102,5,3,nao,8,bom,572000
casa,Sao Paulo,Pinheiros,centro,1060,332,17,3,sim,4,ruim,6529000
chacara,Cotia,Zona Rural,periferia,3723,173,7,2,sim,25,bom,1052000
apartamento,Sao Paulo,Santana,centro,107,103,4,2,nao,45,ruim,635000
casa,Sao Paulo,Vila Nova Conceicao,centro,622,267,14,1,nao,7,bom,5120000
casa,Sao Paulo,M'Boi Mirim,periferia,514,325,15,3,nao,6,bom,1497000
apartamento,Sao Paulo,Perdizes,centro,48,47,1,1,nao,15,bom,458000
apartamento,Sao Paulo,Jardim Paulista,centro,84,81,3,1,nao,39,ruim,734000
apartamento,Sao Paulo,Cidade Ademar,periferia,41,41,3,0,nao,21,bom,186000
casa,Sao Paulo,Brasilandia,periferia,427,141,6,3,nao,24,ruim,771000
apartamento,Sao Paulo,Perdizes,centro,109,103,3,3,nao,10,ruim,1343000
casa,Sao Paulo,Brasilandia,periferia,157,87,3,1,sim,43,ruim,360000
apartamento,Sao Paulo,Mooca,centro,227,207,8,1,sim,14,bom,1875000
apartamento,Sao Paulo,Vila Mariana,centro,161,145,5,0,nao,10,bom,1316000
casa,Sao Paulo,Brooklin,centro,671,335,17,4,nao,41,ruim,3602000
apartamento,Sao Paulo,Grajau,periferia,134,132,5,0,nao,23,ruim,445000
apartamento,Sao Paulo,Vila Olimpia,centro,112,101,4,0,sim,24,bom,1077000
casa,Guarulhos,Centro (Guarulhos),periferia,242,87,4,4,nao,7,bom,584000
apartamento,Sao Paulo,Santana,centro,41,40,1,1,sim,26,bom,410000
apartamento,Sao Paulo,Sapopemba,periferia,219,206,9,1,nao,32,ruim,799000
sitio,Cotia,Zona Rural,periferia,28751,296,12,3,sim,46,ruim,1106000
apartamento,Sao Paulo,Capao Redondo,periferia,92,90,5,2,nao,26,ruim,435000
chacara,Braganca Paulista,Zona Rural,periferia,5545,379,15,3,sim,13,bom,1592000
apartamento,Sao Paulo,Mooca,centro,58,57,3,0,nao,8,bom,559000
apartamento,Sao Paulo,Santana,centro,97,94,4,1,sim,13,ruim,801000
apartamento,Sao Paulo,Grajau,periferia,44,42,3,0,nao,33,bom,149000
casa,Guarulhos,Centro (Guarulhos),periferia,782,359,17,3,nao,11,bom,2054000
casa,Sao Paulo,Cidade Tiradentes,periferia,630,290,14,2,nao,3,bom,1198000
casa,Guarulhos,Centro (Guarulhos),periferia,848,394,17,2,sim,5,bom,2377000
casa,Sao Paulo,Pinheiros,centro,1082,399,17,3,nao,8,bom,6600000
casa,Sao Paulo,Guaianases,periferia,837,320,17,1,nao,35,ruim,1331000
casa,Sao Paulo,Itaquera,periferia,216,113,4,3,sim,7,bom,834000
apartamento,Sao Paulo,Higienopolis,centro,122,122,5,2,sim,48,ruim,1131000
sitio,Pinhalzinho,Zona Rural,periferia,79402,238,8,3,nao,11,bom,1595000
casa,Sao Paulo,Itaim Paulista,periferia,171,76,4,3,nao,15,bom,414000
apartamento,Sao Paulo,Higienopolis,centro,188,180,6,3,nao,7,bom,2331000
apartamento,Sao Paulo,Mooca,centro,147,139,5,1,nao,11,bom,1478000
casa,Sao Paulo,Brooklin,centro,719,255,14,2,nao,28,ruim,3632000
apartamento,Sao Paulo,Perdizes,centro,71,62,2,2,sim,52,ruim,654000
casa,Sao Paulo,Itaim Bibi,centro,268,115,5,4,nao,14,bom,1572000
apartamento,Sao Paulo,Capao Redondo,periferia,84,84,4,3,nao,31,ruim,337000
apartamento,Sao Paulo,Mooca,centro,40,40,3,1,nao,23,bom,339000
casa,Sao Paulo,Moema,centro,659,341,18,1,sim,5,bom,4505000
apartamento,Sao Paulo,Vila Mariana,centro,198,184,8,2,nao,6,ruim,1859000
apartamento,Sao Paulo,Itaim Paulista,periferia,106,97,3,1,nao,10,bom,414000
casa,Sao Paulo,Capao Redondo,periferia,349,188,8,3,nao,9,bom,1023000
casa,Sao Paulo,Higienopolis,centro,836,310,14,3,sim,56,ruim,3933000
apartamento,Sao Paulo,Bela Vista,centro,182,172,8,3,nao,8,bom,1660000
apartamento,Sao Paulo,Jardim Angela,periferia,72,65,3,0,nao,38,ruim,202000
casa,Sao Paulo,Perdizes,centro,759,320,14,2,nao,54,ruim,3760000
casa,Sao Paulo,Capao Redondo,periferia,333,119,7,2,nao,7,bom,841000
apartamento,Sao Paulo,Capao Redondo,periferia,205,189,7,3,nao,19,bom,1004000
apartamento,Sao Paulo,Santana,centro,94,91,3,0,nao,19,bom,731000
casa,Sao Paulo,Itaim Paulista,periferia,197,73,5,3,nao,8,ruim,373000
casa,Sao Paulo,Tatuape,centro,588,268,13,1,nao,4,bom,3302000
apartamento,Sao Paulo,Perus,periferia,140,130,6,2,nao,11,bom,569000
apartamento,Sao Paulo,Grajau,periferia,201,192,9,2,nao,21,ruim,650000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,6976,289,12,2,nao,23,ruim,1369000
casa,Sao Paulo,Higienopolis,centro,510,294,14,2,sim,6,bom,4050000
apartamento,Sao Paulo,Mooca,centro,75,69,4,1,nao,18,bom,571000
casa,Sao Paulo,Cidade Ademar,periferia,635,287,14,3,nao,17,ruim,1489000
sitio,Pinhalzinho,Zona Rural,periferia,95800,127,4,2,nao,8,bom,1515000
casa,Sao Paulo,Perus,periferia,858,272,11,2,nao,27,ruim,1527000
sitio,Cotia,Zona Rural,periferia,24504,218,9,3,sim,4,ruim,1603000
apartamento,Sao Paulo,Itaim Paulista,periferia,213,211,9,0,nao,27,bom,755000
apartamento,Osasco,Centro (Osasco),periferia,227,206,7,0,nao,31,ruim,990000
casa,Sao Paulo,Parelheiros,periferia,124,80,3,1,nao,39,ruim,244000
chacara,Atibaia,Zona Rural,periferia,7515,120,4,4,sim,45,ruim,1574000
casa,Sao Paulo,Cidade Ademar,periferia,282,112,5,2,nao,19,ruim,608000
apartamento,Sao Paulo,Cidade Tiradentes,periferia,84,84,3,2,nao,15,bom,320000
apartamento,Sao Paulo,Perus,periferia,135,129,6,1,nao,19,bom,590000
apartamento,Sao Paulo,Vila Mariana,centro,159,154,6,0,nao,33,ruim,1591000
apartamento,Sao Paulo,Tatuape,centro,219,204,8,2,nao,36,ruim,1483000
casa,Sao Paulo,Capao Redondo,periferia,191,110,5,4,sim,15,ruim,620000
casa,Sao Paulo,Tatuape,centro,532,199,11,4,nao,24,ruim,2400000
apartamento,Guarulhos,Centro (Guarulhos),periferia,149,134,6,2,nao,56,ruim,635000
casa,Sao Paulo,Vila Madalena,centro,449,158,6,2,nao,13,bom,2894000
casa,Sao Paulo,Sapopemba,periferia,889,302,13,2,nao,24,bom,1492000
sitio,Sao Luiz do Paraitinga,Zona Rural,periferia,32424,167,7,2,nao,34,ruim,1893000
casa,Sao Paulo,Itaim Paulista,periferia,181,99,3,3,sim,8,bom,525000
casa,Sao Paulo,Vila Madalena,centro,625,203,8,3,nao,39,ruim,3069000
apartamento,Sao Paulo,Vila Mariana,centro,160,160,5,1,nao,16,bom,2057000
casa,Sao Paulo,Perdizes,centro,915,316,13,3,nao,22,bom,5557000
apartamento,Sao Paulo,Perus,periferia,168,148,5,1,nao,24,ruim,643000
chacara,Ibiuna,Zona Rural,periferia,4957,335,12,4,nao,5,bom,1446000
chacara,Braganca Paulista,Zona Rural,periferia,2983,250,9,3,nao,14,ruim,883000
chacara,Pinhalzinho,Zona Rural,periferia,2943,110,6,4,nao,33,bom,874000
casa,Sao Paulo,Itaquera,periferia,622,251,10,2,sim,20,ruim,1250000
apartamento,Sao Paulo,Jardim Paulista,centro,91,91,5,2,nao,25,ruim,808000
casa,Sao Paulo,Itaim Paulista,periferia,297,167,9,1,nao,46,ruim,503000
casa,Sao Paulo,Moema,centro,777,362,15,4,nao,19,bom,5074000
apartamento,Sao Paulo,Guaianases,periferia,210,208,9,3,nao,32,ruim,663000
apartamento,Sao Paulo,Brooklin,centro,177,155,5,0,nao,22,ruim,1539000
casa,Sao Paulo,Higienopolis,centro,853,314,16,2,sim,3,bom,4932000
casa,Sao Paulo,Mooca,centro,927,381,18,3,nao,9,bom,4977000
casa,Sao Paulo,Perus,periferia,612,287,13,4,nao,35,ruim,1125000
chacara,Juquitiba,Zona Rural,periferia,4144,274,10,1,nao,9,ruim,1549000
apartamento,Sao Paulo,Perdizes,centro,209,207,8,2,sim,6,bom,2285000
casa,Sao Paulo,Santana,centro,448,251,13,1,nao,52,ruim,2255000
apartamento,Sao Paulo,Vila Madalena,centro,69,63,2,2,nao,1,bom,886000
apartamento,Sao Paulo,Bela Vista,centro,49,44,1,0,nao,11,bom,384000
sitio,Pinhalzinho,Zona Rural,periferia,28325,170,7,3,nao,12,bom,1181000
casa,Sao Paulo,Parelheiros,periferia,382,131,7,3,nao,26,ruim,781000
apartamento,Sao Paulo,Mooca,centro,101,100,5,2,nao,9,bom,814000
chacara,Pinhalzinho,Zona Rural,periferia,2442,315,11,1,sim,36,ruim,969000
casa,Sao Paulo,Brasilandia,periferia,362,144,6,2,nao,12,ruim,776000
apartamento,Sao Paulo,Sapopemba,periferia,176,159,5,2,nao,8,bom,743000
casa,Guarulhos,Centro (Guarulhos),periferia,1002,377,19,1,sim,31,ruim,1921000
apartamento,Osasco,Centro (Osasco),periferia,214,210,8,2,nao,11,bom,1197000
sitio,Atibaia,Zona Rural,periferia,56591,229,8,2,nao,18,bom,3788000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,192,177,6,3,nao,14,bom,3537000
casa,Sao Paulo,Vila Nova Conceicao,centro,992,353,18,2,nao,37,ruim,5191000
apartamento,Sao Paulo,Itaim Bibi,centro,241,218,9,2,sim,15,bom,2688000
chacara,Braganca Paulista,Zona Rural,periferia,2701,122,6,4,sim,6,bom,871000
casa,Sao Paulo,Higienopolis,centro,892,308,14,4,nao,44,ruim,4431000
apartamento,Sao Paulo,Higienopolis,centro,172,167,6,2,nao,35,ruim,1690000
casa,Sao Paulo,Brasilandia,periferia,448,169,7,2,sim,24,ruim,870000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,84,79,2,2,nao,22,bom,1389000
casa,Sao Paulo,Cidade Ademar,periferia,242,90,3,3,nao,53,ruim,362000
apartamento,Sao Paulo,Itaquera,periferia,47,44,3,1,nao,30,ruim,189000
sitio,Nazare Paulista,Zona Rural,periferia,106825,304,12,3,sim,6,bom,2452000
casa,Sao Paulo,Bela Vista,centro,400,136,5,4,nao,5,bom,1975000
apartamento,Sao Paulo,Jardim Paulista,centro,184,174,7,2,nao,15,bom,2427000
apartamento,Sao Paulo,Tatuape,centro,104,100,4,2,nao,23,bom,981000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,1885,356,14,3,nao,21,ruim,840000
apartamento,Sao Paulo,Moema,centro,126,115,5,0,nao,15,bom,1682000
apartamento,Sao Paulo,Higienopolis,centro,238,209,8,1,nao,7,bom,2247000
apartamento,Sao Paulo,Jardim Paulista,centro,91,89,4,2,nao,29,ruim,803000
chacara,Atibaia,Zona Rural,periferia,6413,214,9,3,nao,41,ruim,975000
apartamento,Sao Paulo,Bela Vista,centro,40,38,3,1,nao,44,ruim,256000
apartamento,Sao Paulo,Vila Olimpia,centro,213,207,9,0,nao,5,bom,2394000
apartamento,Sao Paulo,Mooca,centro,76,70,4,1,nao,7,bom,559000
apartamento,Sao Paulo,Bela Vista,centro,71,64,3,1,nao,47,ruim,479000
casa,Guarulhos,Centro (Guarulhos),periferia,477,315,13,4,nao,45,ruim,1167000
apartamento,Sao Paulo,Jardim Angela,periferia,56,52,3,0,nao,7,bom,178000
chacara,Juquitiba,Zona Rural,periferia,8847,195,8,3,nao,16,ruim,1861000
casa,Sao Paulo,Vila Madalena,centro,313,108,5,2,nao,18,ruim,1692000
casa,Sao Paulo,Brasilandia,periferia,410,233,10,4,nao,32,ruim,874000
casa,Sao Paulo,Itaquera,periferia,430,272,12,1,nao,40,ruim,776000
apartamento,Sao Paulo,Santana,centro,206,188,9,1,nao,26,ruim,1027000
casa,Sao Paulo,Vila Olimpia,centro,362,119,6,1,nao,29,bom,1907000
apartamento,Sao Paulo,Brooklin,centro,86,79,4,3,nao,29,ruim,749000
apartamento,Sao Paulo,Itaim Paulista,periferia,66,64,2,2,nao,28,ruim,208000
apartamento,Sao Paulo,Sapopemba,periferia,130,125,5,1,nao,21,bom,585000
apartamento,Sao Paulo,Pinheiros,centro,89,89,3,3,nao,34,ruim,1185000
casa,Sao Paulo,Jardim Paulista,centro,546,253,11,4,nao,11,ruim,2984000
sitio,Juquitiba,Zona Rural,periferia,72623,121,4,3,nao,21,ruim,3365000
casa,Sao Paulo,Brooklin,centro,533,211,11,4,nao,7,bom,3353000
apartamento,Sao Paulo,Vila Madalena,centro,113,101,4,0,nao,39,ruim,1056000
apartamento,Guarulhos,Centro (Guarulhos),periferia,87,78,3,0,nao,11,bom,379000
casa,Sao Paulo,Mooca,centro,240,107,4,4,sim,40,ruim,1466000
apartamento,Sao Paulo,Vila Mariana,centro,193,175,8,3,nao,29,ruim,1603000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,69,62,2,2,nao,14,bom,1129000
chacara,Sao Luiz do Paraitinga,Zona Rural,periferia,4116,287,10,3,sim,11,ruim,1222000
apartamento,Sao Paulo,Vila Madalena,centro,75,70,4,3,nao,28,ruim,717000
apartamento,Sao Paulo,Grajau,periferia,51,48,1,1,nao,16,ruim,194000
casa,Sao Paulo,Brooklin,centro,672,253,14,2,sim,11,bom,3627000
casa,Osasco,Centro (Osasco),periferia,464,155,9,3,nao,26,ruim,934000
casa,Sao Paulo,Santana,centro,715,250,11,2,nao,4,bom,4340000
apartamento,Sao Paulo,Santana,centro,121,108,5,3,nao,28,bom,745000
casa,Sao Paulo,Itaquera,periferia,277,141,6,3,nao,8,bom,937000
apartamento,Sao Paulo,Tatuape,centro,143,125,5,2,nao,50,ruim,729000
apartamento,Osasco,Centro (Osasco),periferia,70,67,4,3,nao,8,bom,548000
apartamento,Sao Paulo,Vila Madalena,centro,150,147,7,2,nao,27,ruim,1541000
apartamento,Sao Paulo,Higienopolis,centro,110,100,4,1,nao,18,ruim,1109000
chacara,Atibaia,Zona Rural,periferia,6412,237,10,4,nao,23,ruim,958000
apartamento,Sao Paulo,Moema,centro,59,59,2,1,sim,26,ruim,851000
casa,Sao Paulo,Higienopolis,centro,267,146,8,1,nao,5,bom,2165000
apartamento,Sao Paulo,Capao Redondo,periferia,161,150,6,1,nao,12,bom,681000
casa,Sao Paulo,Perdizes,centro,247,151,7,2,nao,32,ruim,1630000
casa,Sao Paulo,M'Boi Mirim,periferia,959,328,16,2,nao,3,bom,1872000
casa,Sao Paulo,Brasilandia,periferia,999,399,18,2,nao,28,ruim,1756000
casa,Osasco,Centro (Osasco),periferia,260,182,8,2,nao,15,ruim,767000
apartamento,Sao Paulo,Jardim Angela,periferia,135,135,4,3,nao,32,bom,465000
apartamento,Sao Paulo,Vila Nova Conceicao,centro,81,81,3,1,nao,9,ruim,1186000
casa,Sao Paulo,Itaim Paulista,periferia,555,319,13,3,sim,32,ruim,1051000
casa,Sao Paulo,Grajau,periferia,958,337,15,4,nao,10,bom,2027000
apartamento,Sao Paulo,Pinheiros,centro,144,144,7,2,nao,23,ruim,2095000
chacara,Pinhalzinho,Zona Rural,periferia,2990,351,13,2,sim,57,ruim,1103000
casa,Sao Paulo,Santana,centro,1048,342,18,4,nao,35,ruim,3876000
casa,Sao Paulo,Vila Nova Conceicao,centro,205,105,5,1,sim,27,ruim,1365000
casa,Sao Paulo,M'Boi Mirim,periferia,723,273,14,2,sim,8,bom,1282000
apartamento,Sao Paulo,Sapopemba,periferia,152,133,5,2,nao,38,ruim,598000
apartamento,Sao Paulo,Vila Madalena,centro,116,113,5,3,nao,9,bom,1421000
apartamento,Sao Paulo,Cidade Ademar,periferia,104,93,3,0,nao,28,ruim,410000
casa,Sao Paulo,Itaim Bibi,centro,612,304,14,3,nao,15,bom,4898000
apartamento,Sao Paulo,Guaianases,periferia,215,196,8,2,nao,18,ruim,660000
casa,Sao Paulo,Itaquera,periferia,529,195,8,3,nao,15,bom,1130000
apartamento,Sao Paulo,Grajau,periferia,135,121,4,3,nao,13,ruim,528000
casa,Sao Paulo,Pinheiros,centro,534,330,15,3,nao,17,ruim,4026000
casa,Sao Paulo,Jardim Paulista,centro,282,112,5,3,sim,45,ruim,1306000
apartamento,Sao Paulo,Grajau,periferia,135,119,4,3,nao,12,bom,573000
casa,Sao Paulo,Sapopemba,periferia,413,182,9,2,sim,7,bom,1147000
casa,Sao Paulo,Cidade Tiradentes,periferia,597,259,13,2,nao,5,ruim,989000
apartamento,Sao Paulo,Sapopemba,periferia,227,219,8,1,nao,39,ruim,696000
apartamento,Sao Paulo,Tatuape,centro,145,130,4,0,sim,46,ruim,1005000
casa,Sao Paulo,Perdizes,centro,896,319,14,1,nao,4,bom,6196000
apartamento,Sao Paulo,Tatuape,centro,137,127,5,2,nao,20,bom,1118000
apartamento,Sao Paulo,Pinheiros,centro,81,75,4,2,sim,9,bom,1046000
chacara,Juquitiba,Zona Rural,periferia,5712,269,10,1,sim,7,bom,1847000
casa,Sao Paulo,Itaim Paulista,periferia,463,267,12,4,nao,38,ruim,1068000
chacara,Atibaia,Zona Rural,periferia,3897,396,14,2,nao,16,bom,1201000
chacara,Pinhalzinho,Zona Rural,periferia,11342,338,13,1,nao,25,ruim,1453000
apartamento,Sao Paulo,Bela Vista,centro,227,202,8,0,sim,44,ruim,1469000
apartamento,Sao Paulo,Vila Olimpia,centro,54,48,2,1,nao,7,bom,624000
casa,Sao Paulo,Sapopemba,periferia,208,88,3,3,nao,8,bom,576000
apartamento,Guarulhos,Centro (Guarulhos),periferia,80,79,2,0,nao,21,ruim,359000
apartamento,Sao Paulo,Brooklin,centro,224,201,7,0,nao,31,ruim,2194000
chacara,Juquitiba,Zona Rural,periferia,1608,348,13,1,nao,8,bom,940000
apartamento,Sao Paulo,Perdizes,centro,94,93,3,3,nao,3,bom,1269000
sitio,Sao Luiz do Paraitinga,Zona Rural,periferia,123093,313,12,1,nao,7,bom,4606000
casa,Sao Paulo,Moema,centro,207,94,4,1,nao,22,ruim,1423000
casa,Sao Paulo,Itaquera,periferia,457,275,14,2,nao,6,bom,1420000
apartamento,Sao Paulo,Moema,centro,157,154,7,3,nao,33,ruim,1561000
apartamento,Sao Paulo,Perus,periferia,66,64,3,3,nao,16,bom,399000
apartamento,Sao Paulo,Itaquera,periferia,184,173,6,1,nao,32,ruim,683000
apartamento,Guarulhos,Centro (Guarulhos),periferia,107,100,3,1,sim,5,bom,652000
casa,Sao Paulo,Vila Olimpia,centro,569,198,9,3,sim,41,ruim,3115000
apartamento,Osasco,Centro (Osasco),periferia,105,100,5,2,nao,52,ruim,450000
apartamento,Osasco,Centro (Osasco),periferia,52,46,3,1,nao,22,ruim,260000
casa,Sao Paulo,Bela Vista,centro,592,242,11,3,nao,9,ruim,3302000
casa,Sao Paulo,Perdizes,centro,846,280,14,4,nao,6,bom,5060000
chacara,Ibiuna,Zona Rural,periferia,7852,162,6,3,nao,11,ruim,2008000
casa,Sao Paulo,Guaianases,periferia,397,225,11,3,sim,24,ruim,963000
apartamento,Sao Paulo,Cidade Ademar,periferia,93,83,3,1,sim,46,ruim,378000
apartamento,Sao Paulo,Perus,periferia,160,148,7,3,nao,38,bom,518000
apartamento,Sao Paulo,Cidade Ademar,periferia,123,119,6,0,nao,33,ruim,407000
apartamento,Sao Paulo,Brooklin,centro,114,111,3,2,nao,42,ruim,1258000
apartamento,Sao Paulo,Perus,periferia,85,81,2,0,nao,17,ruim,288000
apartamento,Osasco,Centro (Osasco),periferia,76,67,4,0,nao,30,ruim,345000
chacara,Piracaia,Zona Rural,periferia,2910,338,12,4,nao,22,ruim,1024000
apartamento,Sao Paulo,Vila Olimpia,centro,182,176,8,2,nao,4,bom,2672000
apartamento,Sao Paulo,Vila Madalena,centro,202,186,6,3,sim,14,bom,2056000
casa,Sao Paulo,Parelheiros,periferia,173,83,6,4,nao,30,ruim,460000
casa,Sao Paulo,Brooklin,centro,564,213,12,1,sim,5,ruim,3574000
chacara,Juquitiba,Zona Rural,periferia,6362,153,5,4,sim,10,bom,1629000
chacara,Juquitiba,Zona Rural,periferia,8191,248,8,1,nao,7,bom,2000000
casa,Sao Paulo,Parelheiros,periferia,1121,389,19,2,sim,25,bom,1874000
sitio,Atibaia,Zona Rural,periferia,114037,323,12,2,sim,29,ruim,4468000
casa,Sao Paulo,Vila Nova Conceicao,centro,261,106,5,4,nao,5,bom,1963000
apartamento,Sao Paulo,Perdizes,centro,202,185,8,2,nao,9,bom,2007000
chacara,Atibaia,Zona Rural,periferia,12283,211,9,3,nao,14,bom,3242000
sitio,Piracaia,Zona Rural,periferia,59075,293,12,2,sim,8,bom,4488000
